id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
18146505,TOP LOCATION-Cosy Room + own balcony in large flat,2690936,Britt,,Schwabing-West,48.15804,11.57276,Private room,48,1,69,2022-04-02,1.11,2,59,19,
18147550,Vacation apartment with terrace and kitchen,125127567,Andreas,,Ludwigsvorstadt-Isarvorstadt,48.12689,11.54871,Entire home/apt,390,1,305,2022-06-18,4.82,2,208,76,
18147783,Quiet & Green Oasis close to River; 10Mins to City,125129504,Ralf,,Sendling,48.11518,11.55262,Entire home/apt,60,2,46,2021-05-30,0.74,1,0,0,
18165905,15 min bis zum Marienplatz -- Schönes Zimmer,117294660,Jens,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0969,11.5,Private room,36,1,62,2022-04-30,0.99,2,2,1,
18174882,CENTRAL ROOM,125377882,Jasmin,,Schwanthalerhöhe,48.13673,11.53837,Private room,85,4,13,2019-04-11,0.21,2,77,0,
18190737,Stylisch Wohnen in der Maxvorstadt,121483358,Isabel,,Maxvorstadt,48.15447,11.56055,Entire home/apt,250,2,66,2020-08-22,1.08,1,175,0,
18195021,Cute light Apartment next to a subway station,14473161,Yoana,,Moosach,48.18053,11.52559,Entire home/apt,43,120,3,2020-11-29,0.05,2,172,0,
18210029,Downtown Munich apartment,86740536,Matthaeus,,Au-Haidhausen,48.12526,11.57972,Private room,100,2,10,2019-11-15,0.22,1,172,0,
18213376,Oktoberfest München*****,91595585,Hedi+Ahlem,,Milbertshofen-Am Hart,48.19621,11.57856,Private room,70,1,12,2019-10-06,0.20,3,325,0,
18239519,Cozy apartment super central (Maxvorstadt),120085104,Amelie,,Maxvorstadt,48.15075,11.56274,Entire home/apt,75,4,21,2022-06-15,0.34,1,0,3,
18324070,"Stylische 2-Zimmer-Wohnung, Altstadt, beste Lage",104229720,Carola,,Altstadt-Lehel,48.13583,11.5795,Entire home/apt,72,100,2,2018-08-05,0.04,4,355,0,
18381061,**Special Offer ** Apartment mit Terrasse/Balkon,2266917,Max,,Sendling-Westpark,48.11724,11.52518,Entire home/apt,106,28,1,2018-02-03,0.02,27,216,0,
18387860,Traumhafte Wohnung am Hirschgarten München 118qm,55932746,Marc,,Neuhausen-Nymphenburg,48.14656,11.51754,Entire home/apt,65,5,4,2019-06-21,0.07,1,0,0,
18393579,Schöne möblierte 4-Zim. Wohnung in München Norden,127411934,Klaudija,,Milbertshofen-Am Hart,48.21385,11.56845,Entire home/apt,119,4,12,2021-07-31,0.19,1,2,1,
18460863,Stylisches Gästezimmer für Business Traveler,9135061,Joerg,,Maxvorstadt,48.14271,11.58346,Private room,80,1,36,2019-11-29,0.58,1,1,0,
18461847,Über den Dächern von Schwabing / Luitpoldpark,75633016,Angelika,,Schwabing-West,48.16635,11.57164,Private room,100,1,6,2019-04-01,0.10,4,76,0,
18541273,Light & cozy apartment in the heart of Munich,128702118,Lena,,Altstadt-Lehel,48.13503,11.58035,Entire home/apt,90,2,9,2017-10-01,0.14,1,0,0,
18553299,Munich Center New Bright Room U1/2 quiet Zone AGFA,128805627,Katrin,,Obergiesing,48.10725,11.58326,Private room,50,30,5,2021-11-06,0.09,2,358,1,
18572620,Gemütliche Dachgeschosswohnung mit Balkon am Park,108693535,Anne,,Bogenhausen,48.14268,11.64394,Entire home/apt,68,4,7,2019-09-12,0.12,1,0,0,
18574466,Schmuckstück im Grünen im Herzen der Stadt,128964298,Karin,,Schwabing-Freimann,48.17084,11.60184,Entire home/apt,119,2,111,2022-06-02,1.78,1,215,25,
18575696,Modern City Apartment in the heart of Munich,128959487,Klaus & Bettina,,Altstadt-Lehel,48.13507,11.57964,Entire home/apt,126,2,24,2019-06-23,0.39,1,0,0,
18595205,Charming 87qm/3 room Apartment in Neuhausen,129129748,Meliha,,Neuhausen-Nymphenburg,48.15034,11.53705,Entire home/apt,102,10,38,2022-05-30,0.64,1,86,10,
18597617,A lovely centric appartment,25169954,Naama,,Ludwigsvorstadt-Isarvorstadt,48.12562,11.55161,Entire home/apt,69,2,1,2017-06-01,0.02,1,38,0,
18605241,"Stilvolle Altstadtwohnung, quiet near city centre",32564163,Stefan,,Neuhausen-Nymphenburg,48.14866,11.5364,Private room,59,2,24,2020-02-06,0.42,1,0,0,
18605732,Beautiful apartment near Octoberfest with terrace,66157630,Alex,,Neuhausen-Nymphenburg,48.1541,11.5399,Entire home/apt,280,2,3,2019-11-14,0.08,2,238,0,
18606866,München Zentrum Helles Zimmer U1 U2 ruhige Zone 1P,128805627,Katrin,,Obergiesing,48.10747,11.58379,Private room,50,30,9,2019-08-11,0.15,2,266,0,
18607091,Dachgeschoss Wohnung mit Dachterrasse,8717070,Felix,,Maxvorstadt,48.15587,11.566,Entire home/apt,100,30,6,2022-01-04,0.10,1,140,2,
18640638,Nice Bedroom close to Hauptbahnhof,94964752,Cornelius,,Schwanthalerhöhe,48.13579,11.54514,Private room,64,2,34,2022-06-09,0.59,1,16,10,
18660250,"CENTRAL, MODERN AND CLEAN APPARTMENT",125377882,Jasmin,,Schwanthalerhöhe,48.13652,11.53998,Entire home/apt,230,4,28,2022-05-26,0.46,2,344,5,
18666657,Living in a colorful & modern artist apartment,129728587,Laura Thais,,Sendling,48.11702,11.54967,Private room,54,2,1,2017-07-30,0.02,1,0,0,
18680302,Möblierte 3 Zimmer-Wohnung mit TG & WLAN & Balkon,111101254,Sandra,,Laim,48.13152,11.50148,Entire home/apt,72,5,7,2021-11-08,0.12,1,0,1,
18723949,Central Munich and breakfast on the balcony!,11440560,Susanne,,Ludwigsvorstadt-Isarvorstadt,48.12859,11.56153,Entire home/apt,109,14,1,2019-08-18,0.03,1,24,0,
18729450,"Bright, cozy old style apartment, Maxvorstadt",116356696,Kirsten,,Maxvorstadt,48.15443,11.56672,Entire home/apt,130,5,4,2019-09-24,0.06,1,0,0,
18744416,Bright and spacious apartment close to Oktoberfest,916825,Daniel,,Maxvorstadt,48.15484,11.5637,Entire home/apt,800,2,16,2019-09-01,0.26,1,179,0,
18744501,"""Artist´s Creative Residence"" 100m² im Zentrum",129635321,Sylvia,,Schwabing-West,48.15929,11.57058,Entire home/apt,200,1,58,2022-05-01,0.95,1,49,7,
18766482,Cozy modern apartment with garden in the center,124566476,Ramez,,Ludwigsvorstadt-Isarvorstadt,48.13551,11.5609,Entire home/apt,148,2,222,2022-06-06,3.60,3,278,44,
18767436,Modernly furnished apartment with sunny balcony,130583012,Jochen,,Milbertshofen-Am Hart,48.18038,11.56476,Entire home/apt,78,2,1,2017-08-23,0.02,1,0,0,
18773088,Cosy studio with yard near park & city center,7741698,Kate,,Sendling-Westpark,48.12116,11.5333,Entire home/apt,70,4,76,2022-06-02,1.28,1,25,14,
18826033,@the City Center & 10 mins to the central station,15895269,Dnyandeep,,Ludwigsvorstadt-Isarvorstadt,48.13246,11.58082,Entire home/apt,90,1,24,2022-06-05,0.39,1,0,9,
18829798,Sunny fully furnished flat (2 rooms) in Munich,131123920,Elizaveta,,Moosach,48.17881,11.52177,Entire home/apt,60,29,10,2020-10-31,0.16,1,0,0,
18860563,"Looftähnliche, 84qm, 2 Zimmer Wohnung in München",32639203,Birgit,,Maxvorstadt,48.14795,11.56069,Entire home/apt,82,7,31,2022-05-15,0.51,1,6,6,
18884584,CENTRAL STUDIO APARTMENT 45QM NEAR MUSEUM DISTRICT,4878026,Nicola,,Schwabing-West,48.158,11.57465,Entire home/apt,105,2,4,2019-10-09,0.10,1,148,0,
18913484,Room near center / Zentrumnahes Zimmer mit WIFI,120179784,Nica,,Feldmoching-Hasenbergl,48.22291,11.562,Private room,27,6,25,2020-02-29,0.47,1,245,0,
18957086,Roof loft apartment near Zoo,4486170,Sebastian,,Untergiesing-Harlaching,48.10018,11.55899,Entire home/apt,40,3,15,2019-02-10,0.25,1,0,0,
18993405,Schönes ruhiges Zimmer in München,132488312,Tereza,,Hadern,48.12788,11.48424,Private room,41,2,48,2022-06-05,0.79,1,211,3,
19009762,1 möbl. Zimmer in Zentraler Lage,12575663,Markus,,Neuhausen-Nymphenburg,48.15665,11.53721,Private room,100,3,18,2018-06-03,0.29,2,40,0,
19013630,Apartment in Central Munich (Maxvorstadt),132654515,Antonio,,Maxvorstadt,48.15051,11.57423,Entire home/apt,65,5,6,2019-12-02,0.11,1,171,0,
19030559,"Beautiful, high quality 85qm DG-WHG near a Lake",132088397,Eri,,Feldmoching-Hasenbergl,48.19522,11.54564,Shared room,100,2,9,2018-05-25,0.15,1,84,0,
19071301,Close to center/modern/superclean/welcoming flat,16370178,Cathy,,Laim,48.14041,11.51028,Private room,59,3,58,2022-06-04,0.95,2,4,4,
19110022,Oktoberfest directly with Bus in 18 minutes. Quiet,133520546,Johann,,Schwabing-West,48.16583,11.55998,Entire home/apt,150,3,7,2017-10-06,0.12,1,83,0,
19130106,"""THE LITTLE BLUE"" – private room/private bathroom",13084529,Katja,,Laim,48.13679,11.50395,Private room,53,2,39,2020-02-23,0.64,1,1,0,
19155147,Grüne Oase /Nymphenburg residence,17991166,Alexandra,,Neuhausen-Nymphenburg,48.16764,11.51624,Entire home/apt,75,14,19,2020-07-28,0.32,1,78,0,
19179283,Very cozy apartment near Ostbahnhof,16407709,Yana,,Au-Haidhausen,48.1328,11.60814,Entire home/apt,50,5,9,2022-02-27,0.15,1,0,5,
19217956,Schönes Zimmer! 15 Minuten bis zur Innenstadt,24617987,Nadja,,Tudering-Riem,48.1171,11.6954,Private room,165,2,2,2019-04-10,0.04,1,178,0,
19242061,Helle und gemütliche Zimmer mitten in der Stadt,17189001,Vera,,Schwabing-West,48.16116,11.56382,Private room,85,1,15,2020-01-28,0.25,1,0,0,
19269536,Cozy living room for the Oktoberfest,45375758,Alberto,,Berg am Laim,48.11876,11.63241,Private room,400,2,5,2019-09-29,0.09,2,365,0,
19283829,Central & big top floor apartment in Schwabing,135046392,Tina,,Maxvorstadt,48.15691,11.56219,Entire home/apt,108,2,19,2017-12-19,0.31,1,0,0,
19304837,Beautiful and peaceful room near Hohenzollernplatz,8063045,Julissa,,Schwabing-West,48.16389,11.56801,Private room,95,3,5,2019-01-14,0.08,1,362,0,
19308448,Cozy private room close to city centre & Messe,45375758,Alberto,,Berg am Laim,48.11924,11.6352,Private room,51,1,13,2022-06-02,0.21,2,2,2,
19322487,Beautiful & clean room in a historical building,7392700,Sascha,,Au-Haidhausen,48.12745,11.59478,Private room,49,6,55,2022-04-16,0.94,1,71,18,
19323065,Room close to the river,4946452,Stefan,,Ludwigsvorstadt-Isarvorstadt,48.12422,11.56604,Private room,150,1,5,2019-09-29,0.09,1,88,0,
19339930,Schöne Wohnung Nähe Marienplatz & Messe,116800974,Alexandra & Marvin,,Altstadt-Lehel,48.13327,11.57311,Entire home/apt,145,3,69,2022-05-29,1.14,1,5,4,
19340156,Ideal Apartment up to 4 people to explore Munich,135493405,Alexandra,,Aubing-Lochhausen-Langwied,48.15678,11.41535,Entire home/apt,129,14,1,2017-08-08,0.02,1,49,0,
19362979,Luxury and cozy Flat in Schwabing (Central),27356501,Souzan,,Schwabing-West,48.16533,11.55816,Entire home/apt,82,14,15,2021-11-19,0.26,1,25,1,
19369142,Kleines aber feines Studio,10899368,Angela,,Untergiesing-Harlaching,48.10606,11.5724,Entire home/apt,129,2,11,2021-09-23,0.19,1,29,5,
19395357,2-Zimmer-Apartment in München,58693995,Sabine,,Ramersdorf-Perlach,48.11771,11.60013,Entire home/apt,92,4,64,2022-05-20,1.11,1,240,16,
19397011,!Cozy luxury Schwabing central long terms welcome!,3310268,Lalo,,Schwabing-Freimann,48.17732,11.59701,Private room,55,10,63,2021-09-18,1.04,4,113,2,
19407836,Tolle Wohnung direkt am Olympiapark,7510296,Kerstin,,Neuhausen-Nymphenburg,48.16271,11.5463,Entire home/apt,49,2,5,2020-12-05,0.11,1,0,0,
19456891,Wohnung direkt an der U2 & U3,134917092,Jennifer,,Schwabing-West,48.1738,11.57235,Entire home/apt,120,5,50,2022-06-04,0.83,1,54,3,
19497611,Quiet private room in house with garden,136888493,Julia,,Tudering-Riem,48.10617,11.7046,Private room,55,2,12,2022-04-29,0.20,1,50,3,
19514142,Exclusives TOP LEVEL Apartment in München,2266917,Max,,Sendling-Westpark,48.1198,11.52568,Entire home/apt,88,28,2,2019-11-30,0.04,27,200,0,
19514558,"Cosy, furnished 2-room flat in a great location",122317942,Pia,,Neuhausen-Nymphenburg,48.14587,11.5332,Entire home/apt,200,5,28,2019-10-07,0.47,2,18,0,
19517870,"Apartment ""Zenzi""",51557252,One,,Ludwigsvorstadt-Isarvorstadt,48.12676,11.55326,Entire home/apt,109,1,100,2022-04-17,1.66,22,24,1,
19518252,|| Beautiful & cozy room near central ||,28203329,Christian,,Laim,48.13002,11.51509,Private room,46,2,4,2018-09-29,0.07,1,54,0,
19539754,schöne Wohnung mitten in Schwabing,137249524,Migena,,Schwabing-West,48.17432,11.58156,Entire home/apt,65,10,5,2021-08-29,0.11,1,48,1,
19559685,Modern Loft-Apartment with ♥ & design furniture,127489266,EasyStreet,,Ramersdorf-Perlach,48.097439,11.646512,Entire home/apt,165,1,170,2022-05-31,2.85,9,306,12,
19566643,"ruhige Wohnung , nähe Gärtnerplatz",7930862,Berndt,,Ludwigsvorstadt-Isarvorstadt,48.13203,11.57748,Entire home/apt,97,3,32,2022-06-13,0.53,1,19,6,
19570940,Großes Zimmer am Ostbahnhof,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,40,7,3,2021-10-09,0.05,4,263,1,
19571425,quiet room close to Ostbahnhof: East train station,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,45,6,9,2022-05-30,0.17,4,313,2,
19571799,Zimmer mit Balkon am Ostbahnhof,31711222,Ben,,Au-Haidhausen,48.12963,11.60374,Private room,35,8,1,2019-10-23,0.03,4,248,0,
19591048,Comfortable room for two,22873155,Eva,,Allach-Untermenzing,48.19867,11.46612,Private room,68,1,12,2019-10-06,0.20,1,0,0,
19596482,Loft-Apartment ***direct Subway to City Center***,127489266,EasyStreet,,Ramersdorf-Perlach,48.097439,11.646512,Entire home/apt,170,1,175,2022-05-15,3.00,9,332,11,
19628164,Cosy Apartment in the ♡ of Munich,42448814,Justina,,Maxvorstadt,48.15151,11.55351,Entire home/apt,149,4,21,2022-06-01,0.35,1,8,1,
19639182,3 BR Luxurious Apt near Octoberfest,10012217,Max,,Au-Haidhausen,48.12144,11.57832,Entire home/apt,1950,3,12,2019-09-24,0.21,1,345,0,
19651396,Nähe Westpark - idyllisch - U6 Westpark 500 m,138327989,Thorsten,,Sendling-Westpark,48.11528,11.50896,Private room,45,1,3,2021-08-31,0.09,1,29,1,
19653933,Zimmer für Wiesn-Mitarbeiterin/-innen,120909589,Bianka,,Moosach,48.17969,11.49088,Private room,59,17,0,,,1,173,0,
19675923,"Lehel Höfe, München City",77931049,Edith,,Altstadt-Lehel,48.14286,11.59234,Entire home/apt,90,180,0,,,1,180,0,
19685568,Ruhige 2 Zimmer Wohnung in Isarnähe (Thalkirchen),138662079,Martin,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.09372,11.53685,Entire home/apt,49,6,0,,,1,0,0,
19711365,Nice & comfortable Apartment in Schwabing-West,138901190,Michael,,Schwabing-West,48.16965,11.56337,Entire home/apt,78,2,4,2019-09-22,0.07,1,0,0,
19715030,"Nice, little room in Sendling",12232196,Christa,,Sendling-Westpark,48.12042,11.53223,Private room,37,3,58,2019-11-22,0.99,1,148,0,
19731666,"Zimmer 20 qm mit 2 Betten .Kühlschrank,Waserkocher",139108308,Beata,,Milbertshofen-Am Hart,48.18838,11.55971,Private room,66,2,102,2022-03-23,1.69,1,263,1,
19744591,1 Zimmer/81qm Wohnung mit Terasse Zentrum nah,139256216,Markus,,Neuhausen-Nymphenburg,48.14632,11.5164,Private room,77,2,47,2022-06-05,0.78,1,91,13,
19744953,Freundliches Haus in München,139260289,Michael,,Pasing-Obermenzing,48.16191,11.44396,Entire home/apt,259,5,3,2018-08-30,0.05,1,85,0,
19766178,Great 1 room studio! Address registration possible,3654105,Nico,,Ludwigsvorstadt-Isarvorstadt,48.13442,11.56234,Entire home/apt,35,30,0,,,1,68,0,
19772510,Gemütliches 3 Zimmer Apartment in top City Lage,139577527,City Aparthotel,,Ludwigsvorstadt-Isarvorstadt,48.13733,11.56486,Entire home/apt,988,1,40,2022-05-07,0.69,9,119,10,
19772622,Design-Apartment (perfect subway connection),127489266,EasyStreet,,Ramersdorf-Perlach,48.09738,11.64649,Entire home/apt,165,1,191,2022-05-22,3.22,9,339,22,
19780156,Nice and quiet appartment - 20 min to Bauma,120881478,Johannes,,Untergiesing-Harlaching,48.10825,11.57779,Entire home/apt,59,1,8,2019-04-16,0.13,1,0,0,
19807338,Cosy room in Schwabing Mitte - Free breakfast,24866405,Vincenzo,,Schwabing-West,48.16076,11.57896,Private room,120,1,6,2019-09-29,0.10,1,353,0,
19825724,Gemütliches Zimmer in Toplage am Josephsplatz,41357552,Ina&Nico,,Maxvorstadt,48.15581,11.56809,Private room,36,2,247,2022-06-08,4.12,1,93,59,
19841706,Altbauwohnung 120qm2 im Herzen Münchens,37264017,Laura,,Au-Haidhausen,48.13616,11.59877,Entire home/apt,139,2,6,2022-05-17,2.61,1,6,6,
19854673,Bright & lovely apartment in central Munich,140391163,Julia,,Ludwigsvorstadt-Isarvorstadt,48.12722,11.56069,Entire home/apt,96,2,47,2018-09-30,0.80,1,0,0,
19861076,Große Wohnung im Glockenbachviertel,45873165,Christian,,Ludwigsvorstadt-Isarvorstadt,48.12648,11.56564,Entire home/apt,150,5,4,2021-09-12,0.08,1,0,1,
19869839,Nice room in house with garden for 1-2 guests,12859918,Julius,,Neuhausen-Nymphenburg,48.1665,11.51833,Private room,47,2,15,2019-04-11,0.26,1,0,0,
19887803,Stylish 4 bedroom apartment close to Marienplatz,124566476,Ramez,,Ludwigsvorstadt-Isarvorstadt,48.13591,11.5609,Entire home/apt,396,2,160,2022-06-03,2.77,3,214,32,
19888329,A nice place to stay,129429195,Gabriela,,Allach-Untermenzing,48.180794,11.489176,Private room,90,1,21,2022-06-01,0.35,1,350,3,
19889205,A cozy place we call home,24870226,Carmen,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.10155,11.5223,Entire home/apt,62,2,34,2020-01-06,0.59,1,0,0,
19927267,Right on the park and yet central,141174779,Andreas,,Sendling-Westpark,48.12875,11.53535,Private room,34,1,129,2020-02-18,2.21,1,0,0,
19940253,Apartment with Balcony in trendy Schwanthaler Höhe,73675662,Gregor,,Schwanthalerhöhe,48.13823,11.53314,Entire home/apt,70,7,5,2021-11-28,0.11,1,15,2,
19950646,Beautiful vintage room - close to Oktoberfest,91086788,Jozica,,Laim,48.1399,11.51187,Private room,290,2,7,2018-10-02,0.12,1,359,0,
19957193,Sonnige 2-Zimmer-Wohnung in München-Bogenhausen,10118221,Maja,,Bogenhausen,48.14019,11.61215,Entire home/apt,69,10,2,2020-01-03,0.04,1,73,0,
19957711,Bright modern clean 4 room apartment Munich West,77103357,Katrin,,Aubing-Lochhausen-Langwied,48.17686,11.40563,Entire home/apt,199,5,15,2022-06-10,0.26,1,211,4,
19962350,*Maxvorstadt* cozy flat in the heart of munich,40584724,Franziska,,Maxvorstadt,48.14942,11.56076,Entire home/apt,70,1,2,2022-03-01,0.48,1,0,2,
19974545,3 Zi-Whg Mü-Laim / zentral / grüner Blick & ruhig!,48225008,Sanmati,,Laim,48.13841,11.5146,Entire home/apt,44,5,8,2021-09-11,0.14,1,0,2,
19981675,Sommer in München für zwei 1,141720292,Bettina,,Obergiesing,48.11698,11.58056,Private room,50,2,142,2022-06-13,2.43,2,78,34,
19984187,Private room in the center of Munich,96203304,Ibrahim,,Schwabing-Freimann,48.16401,11.58407,Private room,122,1,89,2022-05-30,1.55,2,200,27,
19998084,Nice room in central Munich,141205952,Matthias,,Au-Haidhausen,48.12726,11.6003,Private room,88,20,5,2021-08-07,0.09,1,175,1,
20003673,Dachgeschosswohnung: 10 min. zum Oktoberfest,51733546,Angela,,Maxvorstadt,48.14957,11.57648,Entire home/apt,380,4,2,2019-10-05,0.03,1,25,0,
20005064,Home away from home,141838839,Marianne,,Bogenhausen,48.1504,11.62618,Private room,44,2,111,2022-02-28,1.87,1,0,4,
20005531,NICE ROOM,43091093,Biniyam,,Neuhausen-Nymphenburg,48.14606,11.53133,Private room,40,1,85,2022-05-19,1.44,2,297,9,
20013451,Design-Wohnung in Bogenhausen U-Bahn,142079917,Jana,,Bogenhausen,48.13856,11.61422,Entire home/apt,124,2,83,2022-05-24,1.39,1,170,21,
20020824,"100m² apartment Munich-Schwabing, balcony, 2 cats",48411779,Yara,,Schwabing-West,48.15655,11.57693,Entire home/apt,240,7,3,2019-08-04,0.06,1,0,0,
20044002,"Große, bezaubernde Wohnung im Zentrum Münchens",31718517,Sabine,,Schwanthalerhöhe,48.13921,11.53936,Entire home/apt,200,2,20,2019-09-28,0.34,1,230,0,
20060079,Beautiful Designer Roof-Terrace-Apartment *****,42411202,Saskia,,Neuhausen-Nymphenburg,48.15546,11.53176,Entire home/apt,80,14,2,2019-08-16,0.06,1,107,0,
20063247,Cozy room close to the Isar,30532884,Kirsten,,Ludwigsvorstadt-Isarvorstadt,48.12433,11.56693,Private room,51,5,6,2017-10-02,0.10,1,0,0,
20127276,"Cosy apartment close to Oly-park, subway and BMW",21560619,* Stephan And Giovanna,,Schwabing-West,48.17702,11.56932,Entire home/apt,30,21,10,2018-10-24,0.17,1,0,0,
20130583,"Home sweet Home, nice apartment  in Munich",9526461,Alexandru,,Milbertshofen-Am Hart,48.2038,11.57006,Entire home/apt,30,7,7,2021-02-24,0.12,2,0,0,
20135528,Helle 1-Zimmer Wohnung | stadtnah & ruhig,30370229,Ines,,Milbertshofen-Am Hart,48.18887,11.58034,Entire home/apt,100,1,2,2018-09-30,0.04,2,64,0,
20173635,"Charmante,kleine Wohnung in Toplage (Gärtnerplatz)",115383036,Marlene,,Ludwigsvorstadt-Isarvorstadt,48.13026809692383,11.578348159790039,Entire home/apt,55,15,0,,,1,194,0,
20181579,Cosy modern home near Glockenbachviertel,9180670,Karim,,Ludwigsvorstadt-Isarvorstadt,48.12371,11.56698,Entire home/apt,96,10,0,,,1,276,0,
20187637,*NEW* Luxurious apartment in heart of Munich,26201058,Laura,,Altstadt-Lehel,48.13467,11.56947,Private room,195,1,0,,,4,358,0,
20213112,4 room apartment with 3bdrm in the heart of Munich,141323822,Artur,,Moosach,48.17028,11.53541,Entire home/apt,425,4,16,2022-06-06,0.28,1,242,1,
20218995,"Wohnung m. Waldblick 70qm, Messe München 5km 12min",24405266,Ferhat,,Ramersdorf-Perlach,48.0977,11.66027,Entire home/apt,165,3,16,2020-01-31,0.28,1,342,0,
20221438,Central functional room in modern building,34253704,Alex,,Sendling,48.11818,11.54728,Private room,47,2,216,2022-05-29,3.77,1,0,14,
20238095,Moderne Wohnung nahe Friedensengel/Engl. Garten,40292695,Elli,,Bogenhausen,48.14368,11.60435,Entire home/apt,99,2,7,2018-09-30,0.12,1,15,0,
20259187,Exklusive Design-2 Zi-Wohnung in der Maxvorstadt,153287069,Dunja,,Maxvorstadt,48.15506,11.56207,Entire home/apt,161,2,248,2022-06-09,4.24,1,262,50,
20261020,Spacious bedroom in central location,23344430,Rebecca,,Schwabing-West,48.1609,11.57495,Private room,250,2,0,,,1,89,0,
20275541,Charmantes Zimmer im Herzen Münchens,39249993,Katalin,,Altstadt-Lehel,48.14661,11.59646,Private room,120,1,54,2022-06-05,0.93,1,321,5,
20280280,Großzügige Wohnung für Familien,142070351,Luise,,Ludwigsvorstadt-Isarvorstadt,48.12839,11.57596,Entire home/apt,180,4,143,2022-06-05,2.48,1,57,27,
20280748,Beautiful Room in Downtown Munich - Schwabing,3988442,Julia,,Schwabing-West,48.16025,11.57464,Private room,84,1,8,2019-10-09,0.14,1,20,0,
20301151,Penthouse Laim- close to Oktoberfest!,144803440,Malte,,Hadern,48.12445,11.48386,Private room,150,1,1,2018-05-16,0.02,1,88,0,
20301320,Small & Great Designer Flat,4531180,Pascal,,Obergiesing,48.11358,11.57918,Entire home/apt,65,3,5,2022-06-12,0.09,1,14,4,
20318319,Hipster Apt | 2 Floors | 15 min Marienplatz,16203045,Adrian,,Moosach,48.1805,11.50983,Private room,60,14,11,2022-04-15,0.19,2,10,1,
20322801,Nice & familyfriendly flat next to University&City,12722797,Lena,,Maxvorstadt,48.152,11.57497,Entire home/apt,125,20,2,2019-09-26,0.03,1,73,0,
20325098,Ganze Wohnung Zentral Isarnähe TOP Lage Tierpark,19465596,Josef,,Sendling,48.1073,11.55175,Entire home/apt,174,1,24,2022-06-03,0.42,1,81,1,
20327336,Hipster Apt | 2 Floors | UBahn & SBahn,16203045,Adrian,,Moosach,48.18128,11.5107,Private room,70,15,7,2019-11-30,0.12,2,0,0,
20329140,Bright Room (26m´2) in Creative Shared Flat,7604265,Johannes,,Schwabing-Freimann,48.15795,11.58387,Private room,39,20,2,2018-08-20,0.03,1,35,0,
20357534,Comfortable 17sqm Room,122317942,Pia,,Neuhausen-Nymphenburg,48.1455,11.53285,Private room,56,5,32,2022-06-15,0.61,2,18,9,
20361584,***** EXCELLENT Rustic SPA App @ Arabellapark ICM,43366149,Esta,,Bogenhausen,48.15793,11.64219,Entire home/apt,145,3,103,2022-04-15,1.78,2,1,2,
20374112,lovely Home // 1 Room,43332534,Josua,,Au-Haidhausen,48.12663,11.59474,Private room,420,3,3,2019-09-30,0.07,1,362,0,
20393722,Gemütliche Wohnung in zentraler Lage Münchens,99122523,Katharina,,Obergiesing,48.11456,11.57844,Entire home/apt,90,2,2,2021-10-16,0.22,1,0,2,
20397182,"1,5 Wohnung Nähe Poccistr max. für 4 Personen",72071706,Mari,,Sendling,48.12261,11.54397,Entire home/apt,100,1,2,2018-09-30,0.03,1,19,0,
20397508,Stylish apartment near a river in Munich.,145444949,Jakob,,Au-Haidhausen,48.12076,11.57407,Entire home/apt,90,2,2,2017-08-24,0.03,1,0,0,
20422887,Private Guest Room in Family Home,10833966,Ben,,Thalkirchen-Obersendling-Forstenried-Fürstenried-Solln,48.0871,11.53493,Private room,30,2,130,2022-06-19,2.24,2,69,23,
20428626,Zimmer im Herzen Münchens,18557513,Stine,,Maxvorstadt,48.15354,11.58233,Private room,48,4,13,2019-11-15,0.22,2,6,0,
20428844,Schönes Zimmer in München,130362875,Margarethe,,Bogenhausen,48.16868,11.6587,Private room,150,2,1,2017-09-14,0.02,1,89,0,
20444408,Stylish duplex apartment in the heart of Munich,145916104,Michael,,Altstadt-Lehel,48.13428,11.57632,Entire home/apt,240,2,7,2017-10-15,0.12,1,0,0,
20452697,Spacious room in nice flat in  Munich West,34726888,Christiane,,Laim,48.13978,11.51893,Private room,54,2,21,2022-06-14,0.36,1,294,5,
20452767,Central and quiet place in Munich,11874117,Stefanie,,Sendling,48.10502,11.53759,Private room,55,1,45,2020-01-28,0.77,1,0,0,
20454171,Luxury apartment in top location Munich Schwabing,133121950,Petra,,Schwabing-West,48.16098,11.5698,Entire home/apt,130,6,7,2019-10-07,0.12,1,6,0,
20465545,Cozy room in Munich!,90620327,Christian,,Untergiesing-Harlaching,48.10754,11.56547,Private room,45,3,8,2021-10-16,0.14,1,11,1,
20498891,Small room in cozy shared house near munich center,104997064,Gerd,,Ramersdorf-Perlach,48.10902,11.62211,Private room,40,7,26,2022-01-01,0.45,4,28,4,
20499310,Private room in the center of Munich,96203304,Ibrahim,,Schwabing-Freimann,48.16177,11.58524,Private room,79,1,15,2022-06-17,0.50,2,12,7,
